time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm),relative_humidity_2m_mean (%)
2017-05-06,26.5,30.9,23.9,15.80,87
2017-05-07,26.0,29.2,23.6,11.10,88
2017-05-08,26.5,29.5,24.0,3.80,86
2017-05-09,26.4,29.1,24.0,7.90,86
2017-05-10,26.1,28.9,23.5,12.10,87
2017-05-11,27.0,30.7,24.2,3.90,83
2017-05-12,27.9,31.4,24.4,2.70,80
2017-05-13,26.5,29.5,23.9,2.20,86
2017-05-14,27.2,30.8,23.8,8.40,84
2017-05-15,27.6,31.2,24.4,5.50,81
2017-05-16,26.6,29.0,23.6,12.90,86
2017-05-17,27.7,31.4,24.1,11.70,82
2017-05-18,27.0,30.4,24.4,3.50,85
2017-05-19,27.4,30.5,24.5,19.90,84
2017-05-20,27.3,30.5,24.5,6.70,81
2017-05-21,27.0,29.5,24.6,38.00,86
2017-05-22,26.7,29.5,24.0,18.80,86
2017-05-23,27.2,30.5,25.4,7.50,85
2017-05-24,27.5,30.5,24.9,3.60,83
2017-05-25,27.6,31.9,25.0,13.90,84
2017-05-26,26.9,29.9,24.5,2.60,87
2017-05-27,27.5,30.6,25.0,6.10,83
2017-05-28,27.6,30.6,25.0,3.90,85
2017-05-29,27.3,30.8,24.5,7.80,86
2017-05-30,27.2,31.8,24.3,7.30,85
2017-05-31,26.2,28.9,24.5,9.60,88
2017-06-01,27.9,31.1,24.5,0.60,81
2017-06-02,27.1,30.1,25.1,1.70,82
2017-06-03,27.9,31.5,24.5,18.70,79
2017-06-04,28.0,31.2,25.0,1.00,79
2017-06-05,28.0,31.4,25.0,2.20,77
2017-06-06,28.1,31.4,24.6,0.30,73
2017-06-07,27.6,31.5,24.7,0.00,79
2017-06-08,27.4,30.3,24.9,1.60,81
2017-06-09,27.8,31.5,24.7,2.30,82
2017-06-10,26.7,29.4,24.7,6.50,84
2017-06-11,27.3,31.3,24.3,9.90,83
2017-06-12,26.8,30.4,24.6,15.00,85
2017-06-13,27.3,30.2,24.4,4.90,83
2017-06-14,26.5,29.9,23.8,4.60,84
2017-06-15,26.9,30.5,24.1,7.70,84
2017-06-16,27.0,30.0,24.8,4.50,83
2017-06-17,25.6,28.2,23.1,19.50,89
2017-06-18,25.9,29.0,23.9,10.30,86
2017-06-19,27.9,31.3,25.1,0.00,75
2017-06-20,26.7,30.2,23.8,0.90,80
2017-06-21,27.0,30.5,24.5,7.80,81
2017-06-22,26.8,29.7,23.3,5.30,81
2017-06-23,26.1,29.9,23.1,4.50,84
2017-06-24,26.8,30.1,23.5,7.60,83
2017-06-25,26.7,30.6,24.0,3.90,84
2017-06-26,26.1,30.5,24.0,17.70,86
2017-06-27,26.5,29.6,24.5,7.50,84
2017-06-28,26.8,30.6,23.6,3.50,83
2017-06-29,26.1,28.2,23.9,5.60,85
2017-06-30,27.2,31.0,23.5,0.30,78
2017-07-01,26.8,30.0,23.5,11.00,83
2017-07-02,26.4,30.0,23.2,18.60,84
2017-07-03,26.6,30.8,23.9,5.00,83
2017-07-04,26.3,28.8,23.6,8.70,84
2017-07-05,26.6,30.3,23.5,0.60,81
2017-07-06,26.2,29.9,22.8,6.30,83
2017-07-07,25.7,28.3,23.7,36.50,86
2017-07-08,26.5,30.1,24.0,8.40,81
2017-07-09,26.0,29.5,23.2,10.20,86
2017-07-10,26.1,30.0,23.6,14.80,86
2017-07-11,25.9,30.0,23.2,9.90,86
2017-07-12,25.6,28.7,23.8,14.50,86
2017-07-13,26.5,29.2,23.1,20.90,83
2017-07-14,25.8,29.5,22.9,13.50,82
2017-07-15,26.4,29.9,23.5,1.90,83
2017-07-16,26.5,29.8,23.6,1.10,80
2017-07-17,26.9,30.1,23.9,0.80,77
2017-07-18,26.6,30.5,22.3,1.10,83
2017-07-19,27.1,30.5,24.3,1.10,81
2017-07-20,26.5,30.2,23.6,4.10,80
2017-07-21,26.9,31.0,23.1,1.10,84
2017-07-22,27.4,30.8,24.0,1.10,78
2017-07-23,26.8,30.1,23.6,2.90,80
2017-07-24,26.9,30.4,24.0,2.40,82
2017-07-25,26.5,29.8,23.5,2.30,84
2017-07-26,27.0,30.4,23.8,3.30,83
2017-07-27,27.3,30.8,23.9,3.70,81
2017-07-28,26.7,29.6,24.4,5.40,83
2017-07-29,27.4,30.5,23.8,2.50,78
2017-07-30,26.2,29.9,23.5,7.30,84
2017-07-31,27.1,31.0,24.2,10.70,82
2017-08-01,26.5,30.4,23.8,7.60,85
2017-08-02,25.8,29.5,23.6,16.40,86
2017-08-03,26.1,28.5,23.4,20.70,84
2017-08-04,26.4,28.8,24.1,10.80,83
2017-08-05,27.2,30.8,23.3,1.80,78
2017-08-06,26.4,28.2,24.2,15.60,83
2017-08-07,26.4,29.9,23.1,4.60,84
2017-08-08,25.4,28.0,24.0,14.30,86
2017-08-09,25.8,27.8,23.1,4.80,81
2017-08-10,26.2,29.6,23.5,7.20,83
2017-08-11,25.3,28.9,22.9,31.60,89
2017-08-12,25.0,27.6,23.3,15.60,89
2017-08-13,25.6,28.7,23.5,4.80,86
2017-08-14,25.3,29.1,23.2,20.20,87
2017-08-15,25.5,28.6,23.6,5.20,85
2017-08-16,26.3,29.0,23.9,0.40,83
2017-08-17,25.8,29.0,23.2,5.70,85
2017-08-18,26.1,29.4,23.4,4.80,86
2017-08-19,26.6,31.0,23.7,4.10,84
2017-08-20,27.0,29.9,23.9,5.20,81
2017-08-21,26.0,28.9,23.2,17.20,85
2017-08-22,26.5,30.0,23.5,0.10,83
2017-08-23,26.9,30.1,23.8,0.50,80
2017-08-24,26.4,30.0,23.8,5.80,82
2017-08-25,26.6,30.2,23.5,3.90,83
2017-08-26,26.1,29.0,23.5,4.30,84
2017-08-27,26.5,30.0,23.8,0.10,84
2017-08-28,26.2,29.4,23.4,11.20,84
2017-08-29,26.7,30.1,23.5,3.50,83
2017-08-30,25.9,28.9,22.9,5.00,87
2017-08-31,26.8,29.9,23.6,7.20,81
2017-09-01,26.0,28.9,23.6,15.50,86
2017-09-02,26.5,30.4,23.5,14.70,85
2017-09-03,25.7,28.4,23.2,23.80,87
2017-09-04,26.5,29.2,23.9,14.70,84
2017-09-05,26.1,29.5,23.7,16.40,87
2017-09-06,26.1,29.5,23.5,21.50,87
2017-09-07,26.7,30.1,24.1,4.50,84
2017-09-08,26.4,30.0,23.5,25.00,86
2017-09-09,26.0,29.2,23.2,10.30,88
2017-09-10,26.1,29.5,23.9,14.20,85
2017-09-11,25.7,28.5,22.6,2.90,84
2017-09-12,27.2,31.0,23.2,0.00,75
2017-09-13,26.1,29.1,23.3,5.10,86
2017-09-14,25.5,29.0,23.3,10.00,88
2017-09-15,24.7,26.4,23.2,62.60,92
2017-09-16,25.6,28.0,23.3,1.60,83
2017-09-17,26.6,30.5,23.5,7.80,82
2017-09-18,26.2,29.4,23.9,24.50,85
2017-09-19,25.2,28.0,23.2,16.80,90
2017-09-20,25.1,28.5,22.7,14.30,89
2017-09-21,25.5,28.6,23.1,1.10,83
2017-09-22,26.4,30.0,23.3,2.40,79
2017-09-23,25.7,29.0,23.2,1.70,85
2017-09-24,27.0,30.0,23.8,1.10,77
2017-09-25,26.6,30.0,23.9,5.40,81
2017-09-26,25.9,28.9,23.2,12.40,87
2017-09-27,26.4,29.6,24.0,1.60,84
2017-09-28,26.2,30.0,23.6,16.10,86
2017-09-29,25.4,28.7,23.2,4.50,87
2017-09-30,26.0,29.9,23.2,6.80,86
2017-10-01,26.4,30.4,23.4,16.30,86
2017-10-02,25.2,27.5,23.4,1.60,85
2017-10-03,26.8,30.7,23.5,4.60,81
2017-10-04,25.1,28.2,22.9,19.40,89
2017-10-05,26.6,30.4,23.6,6.10,82
2017-10-06,26.3,29.3,23.4,20.00,87
2017-10-07,26.4,30.6,23.5,1.60,83
2017-10-08,26.0,29.1,23.6,10.70,87
2017-10-09,26.2,29.6,24.0,7.60,86
2017-10-10,26.2,29.5,23.9,24.90,87
2017-10-11,26.3,29.8,24.0,14.00,87
2017-10-12,26.3,30.1,24.3,13.10,86
