name,taxid,ERR14789363,ERR14789354,ERR14789359,ERR14789366,ERR14789356,ERR14789361,ERR14789364,ERR14789353,ERR14789350,ERR14789367,ERR14789362,ERR14789355,ERR14789358,ERR14789365,ERR14789357,ERR14789360,ERR14789266,ERR14789263,ERR14789272,ERR14789259,ERR14789269,ERR14789264,ERR14789261,ERR14789270,ERR14789262,ERR14789273,ERR14789267,ERR14789260,ERR14789271,ERR14789268,ERR14789265,ERR14789310,ERR14789309,ERR14789315,ERR14789318,ERR14789312,ERR14789320,ERR14789317,ERR14789308,ERR14789314,ERR14789319,ERR14789311,ERR14789321,ERR14789316,ERR14789307,ERR14789313,ERR14789380,ERR14789372,ERR14789377,ERR14789382,ERR14789370,ERR14789375,ERR14789369,ERR14789378,ERR14789376,ERR14789381,ERR14789373,ERR14789374,ERR14789368,ERR14789379,ERR14789371,ERR14789288,ERR14789294,ERR14789285,ERR14789291,ERR14789296,ERR14789287,ERR14789282,ERR14789293,ERR14789290,ERR14789289,ERR14789295,ERR14789284,ERR14789283,ERR14789292,ERR14789297,ERR14789286,ERR14789183,ERR14789186,ERR14789179,ERR14789190,ERR14789176,ERR14789189,ERR14789184,ERR14789175,ERR14789178,ERR14789187,ERR14789182,ERR14789188,ERR14789177,ERR14789185,ERR14789336,ERR14789348,ERR14789345,ERR14789340,ERR14789334,ERR14789347,ERR14789339,ERR14789342,ERR14789341,ERR14789337,ERR14789344,ERR14789343,ERR14789335,ERR14789346,ERR14789338,ERR14789327,ERR14789322,ERR14789333,ERR14789328,ERR14789325,ERR14789331,ERR14789323,ERR14789332,ERR14789326,ERR14789330,ERR14789329,ERR14789324
              Lastavirus,2843414,,,0.09,,,,,,,,,,,,0.21,,,,0.11,0.24,,0.29,0.33,,0.5,0.2,0.21,0.23,,0.18,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,0.14,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Lillamyvirus,2843418,,0.32,,0.1,,,0.25,,,0.35,,,,,0.51,,,,,0.12,,0.34,0.17,,0.29,,,0.66,,,0.39,5.26,,,,,,,,,,,,,,,1.21,1.15,,2.41,0.43,,0.22,,2.8,1.61,2.19,1.39,0.67,2.27,3.58,,,,,,,,,,,,,,,,,,,,0.1,,0.16,,,,,,,,,1.03,0.14,,0.48,0.43,,,,,,0.76,1.17,0.55,,,,,,,0.11,,0.24,,0.03,0.43,,
              Moturavirus,2843423,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,0.07,,,,,,,,,,,,,,,,,,,,0.23,,,0.19,,0.24,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Muldoonvirus,2843425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,0.51,,0.18,,,,,,,0.04,,,
              Muminvirus,2843426,0.48,,,,,,,,,0.96,0.67,,,,,0.39,,,0.7,1.02,,1.56,1.11,1.43,0.66,0.82,,1.59,0.79,6.1,1.87,8.42,,,,,,,,,,,,,,0.38,,2.28,,1.67,1.69,,1.42,,,2.61,1.19,1.12,0.99,3.01,1.48,,,,,,,,,,0.26,,,,0.31,,,,0.26,,0.44,,0.53,,,,0.5,,0.57,,,1.5,0.45,,2.0,0.88,,,,,,0.94,1.65,1.13,,,,,,,0.15,,,,0.19,0.62,,
              Nevevirus,2843430,0.1,,,,,,,,,,0.18,,,,,,,,,,,0.15,,,0.08,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,
              Parlovirus,2843433,,,,,,,,,,,,0.21,,,,,,,,0.07,0.29,,0.21,,0.09,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,0.05,,,,
              Plateaulakevirus,2843436,0.3,0.26,0.14,0.09,0.42,,0.32,0.09,,0.3,0.94,0.23,0.12,0.22,0.19,0.29,0.26,,0.16,0.18,0.14,1.25,1.08,,0.6,0.42,,1.19,,0.37,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,0.17,,,,0.83,0.55,0.17,,0.23,,0.18,,,,,,0.2,,,,0.13,,,,,,,,,,,,,,0.01,,,,,,,,0.4,,0.09,0.32,,0.21,0.09,0.7,,
              Predatorvirus,2843439,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.25,,0.23,,,,,,,,,,,,0.48,,,,,,,0.03,,,
                Privateervirus,2843440,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,0.06,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Questintvirus,2843441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Sandinevirus,2843449,,,,,,,,,,,,,,,,,,,0.87,0.61,,1.66,0.8,,0.46,0.63,0.32,0.22,,0.19,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,
              Shandongvirus,2843454,,,,,,,,,,,,,,,,,,,,0.12,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Sleepyheadvirus,2843457,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Takahashivirus,2843463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Teubervirus,2843466,,,,,,,,,,,,,,,,,1.08,1.16,0.33,0.72,0.29,0.51,0.76,0.54,0.38,0.29,1.35,0.31,0.5,0.26,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Uwajimavirus,2843469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Vedamuthuvirus,2843470,,,,,,,,,,,,,,,,,,,,0.11,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Whackvirus,2843473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,
                Yonseivirus,2843478,0.1,0.16,0.16,0.15,0.27,,,0.49,,0.24,,0.23,0.09,0.28,,0.08,0.36,,0.46,0.69,,1.13,0.9,0.26,0.52,0.62,0.79,0.69,0.17,0.42,0.42,,0.6,1.2,0.86,0.48,1.18,0.31,0.75,0.64,0.72,1.21,0.61,0.49,1.97,0.52,0.22,0.43,,,0.21,,0.38,,0.49,0.39,0.32,,0.6,0.65,0.86,0.38,0.55,0.32,0.21,0.13,,,1.39,0.17,2.0,1.53,0.26,0.66,0.1,0.15,,0.04,0.26,0.78,0.13,0.31,0.15,0.43,0.45,0.6,0.18,,0.16,1.9,0.21,6.46,0.31,,0.83,1.68,0.13,,0.8,0.61,0.01,0.35,0.6,0.78,,,,,,,,,,,,,,
                  Akihdevirus,2942978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,
                  Kahnovirus,2942979,0.45,0.25,0.19,0.15,0.44,,0.25,0.04,4.61,0.58,0.34,0.37,0.15,0.34,0.21,0.06,0.28,,0.47,0.47,0.14,0.5,0.41,0.51,0.45,0.35,1.2,0.35,0.19,0.52,0.6,,1.7,0.67,0.86,0.91,1.3,0.85,1.46,1.08,1.38,1.79,,0.85,1.4,1.19,1.26,2.06,,1.53,1.31,1.59,0.94,,1.25,1.25,1.34,1.34,1.12,2.57,1.56,1.22,0.61,2.96,0.6,0.74,1.12,,0.66,1.26,1.68,1.91,1.37,1.54,1.01,0.91,1.03,0.03,0.42,0.41,0.42,0.22,0.42,0.3,0.67,,0.39,,0.34,0.62,0.57,,0.32,,0.48,0.21,,0.59,,0.24,0.01,0.55,0.45,,,,0.45,0.16,0.57,0.26,0.26,0.82,0.16,0.38,0.22,0.4,,
                  Kehishuvirus,2942980,0.17,0.2,0.2,,0.27,0.42,,0.05,11.52,1.02,0.3,0.89,0.14,0.87,0.19,0.12,0.58,,0.33,0.31,0.2,0.6,0.49,0.73,0.53,0.48,0.7,0.57,0.36,1.09,1.08,5.61,1.58,,0.34,0.57,0.91,0.72,1.34,0.76,0.96,0.87,0.95,0.61,1.01,1.03,0.27,0.44,,0.45,0.41,,0.38,,0.45,0.44,0.44,0.29,0.36,0.54,,1.38,1.61,0.55,0.59,1.0,0.35,,0.52,0.99,0.43,0.36,0.9,0.84,0.3,1.01,1.54,0.26,2.29,1.99,3.15,1.27,2.24,1.56,2.18,1.43,3.53,0.76,3.13,1.57,1.9,,0.25,0.3,0.24,0.25,,,,,0.01,,0.46,,,0.54,,0.21,0.36,0.23,0.45,1.78,0.09,0.75,0.14,0.47,0.31,
                  Paundivirus,2942981,,,,,,,,,,0.57,,,,,,,,,,0.08,,,,,0.08,,,,,,,,,,,,,,,,,0.17,,,,0.16,,0.22,,0.37,,,,,,,,0.26,,,,,0.19,0.49,0.13,0.3,,,,0.2,0.22,0.18,0.99,0.3,0.08,0.11,,,0.05,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,0.06,0.35,,0.15,0.06,,,
                  Wulfhauvirus,2942982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,0.01,,,,0.06,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Afonbuvirus,2942989,2.93,1.44,0.86,0.58,2.49,3.12,1.53,0.33,,1.78,2.82,1.47,1.04,2.1,1.34,0.57,0.64,,0.72,0.91,0.14,0.67,0.97,1.2,1.14,0.93,1.1,0.9,0.53,1.26,0.89,5.96,2.01,0.86,2.3,1.5,1.98,1.92,1.6,2.21,1.51,4.72,2.85,1.51,0.84,1.94,0.53,0.7,0.78,0.55,0.62,0.91,0.32,,0.45,0.67,0.72,0.75,0.47,1.4,0.52,0.94,1.61,2.16,0.82,0.45,0.84,,0.3,1.72,1.2,1.08,0.68,0.66,0.73,1.96,1.3,0.04,0.52,0.61,0.81,0.32,0.79,0.23,,0.39,0.78,,0.93,0.48,0.39,2.44,1.37,1.18,3.66,1.59,0.16,5.18,1.27,2.42,0.09,3.16,3.76,2.13,0.02,2.68,1.79,0.6,0.83,0.46,0.63,1.17,0.45,0.63,0.61,0.82,1.04,0.45
                  Canhaevirus,2942990,0.49,0.3,0.18,0.21,0.5,0.73,0.37,0.06,,0.32,0.73,0.56,0.16,0.44,0.27,0.14,0.26,,0.16,0.24,,0.24,0.38,0.36,0.24,0.2,0.33,0.18,0.22,0.32,0.52,,0.37,,0.52,0.31,,0.36,0.36,0.27,0.42,0.69,0.78,0.26,,0.47,0.27,0.32,,0.43,0.31,0.49,,,,0.47,0.38,0.45,0.27,0.74,0.54,0.32,,,0.15,0.13,,,0.22,0.27,0.13,0.09,0.23,0.17,0.09,0.22,0.19,0.02,0.14,,0.1,,0.19,,,,0.23,,0.12,,0.12,0.42,0.34,0.35,0.48,0.31,0.04,0.71,,0.46,0.02,0.65,0.69,,,0.39,0.79,0.37,0.4,0.21,0.2,0.35,0.16,0.32,0.29,0.47,0.37,0.41
                  Cohcovirus,2942991,0.99,0.4,0.31,0.21,0.63,0.96,0.56,0.11,,0.53,1.2,0.57,0.29,0.89,0.55,0.16,0.23,,0.3,0.24,,0.18,0.42,0.31,0.45,0.42,0.54,0.25,0.2,0.39,0.69,,0.92,,0.43,0.41,0.8,0.62,0.86,0.38,0.76,0.91,1.17,0.57,0.61,0.71,0.38,0.26,0.85,0.61,0.46,0.61,0.32,0.19,0.49,0.42,0.5,0.59,0.36,0.73,0.57,,,,0.11,,0.17,,,0.26,0.1,,0.13,0.33,0.16,0.24,0.27,0.02,0.13,,0.24,,0.19,,,,0.25,,0.25,,0.15,0.48,0.58,0.65,0.72,0.64,0.04,1.25,0.74,0.93,0.02,0.75,1.33,0.75,,0.63,0.93,0.44,0.38,0.24,0.33,0.74,0.29,0.38,0.4,0.64,,0.4
                  Culoivirus,2942992,0.34,0.18,0.08,,0.27,,0.18,0.05,,0.31,0.3,0.28,0.12,0.26,0.19,0.06,,,0.11,0.11,,0.17,0.14,,0.1,,0.23,0.12,,0.26,0.24,,0.34,,0.32,,,0.16,,,0.17,0.4,,,0.28,0.15,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.11,0.16,,0.05,,,,,,,,0.12,,,,,,0.16,,0.58,0.24,,,,,,0.4,0.33,,,,0.34,,,,0.13,0.2,0.1,0.18,0.13,,,
                  Blohavirus,2942993,2.3,1.07,0.64,0.46,1.69,2.32,1.14,0.12,,1.3,1.83,1.14,0.65,1.91,0.68,0.5,0.35,,0.69,0.67,0.27,0.5,0.71,1.37,0.93,0.71,0.6,0.45,0.41,0.78,0.61,,0.36,,0.33,,0.57,0.35,0.36,0.32,0.4,0.71,,0.27,,0.28,0.19,,,,0.21,,,,,,,0.35,0.18,,,0.3,0.2,0.38,0.09,0.2,0.34,,0.25,0.31,0.11,0.12,0.19,0.21,0.24,0.22,0.25,0.03,0.2,,0.36,0.25,0.41,0.26,,,0.57,,0.43,,0.29,1.87,1.06,1.31,3.02,1.32,0.08,3.81,0.77,1.2,0.08,2.19,2.53,0.97,0.01,1.87,0.74,0.53,0.6,0.32,0.46,0.84,0.28,0.46,0.46,0.53,0.47,
                  Buchavirus,2942994,0.63,0.41,0.25,0.2,1.16,0.73,0.32,0.19,,0.52,0.72,0.62,0.27,0.8,0.35,0.25,0.22,,0.27,0.33,0.18,0.31,0.34,0.49,0.33,0.24,0.42,0.25,0.19,0.43,0.44,4.21,1.03,,0.65,0.54,0.53,0.65,1.13,0.51,0.88,1.0,0.84,0.45,0.64,0.74,0.35,0.35,,,0.19,0.42,0.34,,,0.3,0.32,0.59,0.29,0.33,,0.21,0.6,0.67,0.28,0.18,0.72,,0.3,0.86,0.58,0.66,0.22,0.43,0.64,0.85,1.31,0.04,0.24,0.44,0.55,,0.48,0.18,,,0.61,,0.48,0.48,0.38,0.71,0.56,0.57,1.52,0.57,0.03,1.23,0.53,0.88,0.02,1.03,1.42,,0.01,0.88,0.69,1.05,0.52,0.22,0.32,0.69,0.26,0.46,0.34,0.46,0.52,
                Dunedinvirus,2943004,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Gediminasvirus,2943007,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Gwanakrovirus,2943008,,,,,,,,0.14,,0.2,,,,,,,,,,,,,,,0.08,,,0.08,,,,,,,0.27,0.25,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,0.35,0.12,0.3,0.57,0.12,,,,0.28,,0.33,,,,,,,,,,,,,,,,
                Phobosvirus,2943014,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Salvovirus,2943016,0.36,0.21,0.19,0.17,0.22,0.73,0.2,0.1,,0.42,0.19,0.37,0.14,0.34,0.22,0.1,0.3,,0.14,0.66,,0.32,0.25,,0.59,,0.54,0.13,0.27,0.25,0.22,,0.95,1.29,2.64,0.91,2.51,1.19,0.8,0.86,1.19,1.26,2.12,1.09,1.9,1.04,0.28,0.27,1.06,0.43,0.21,0.57,0.38,,,0.42,0.26,0.33,0.47,0.88,0.52,,0.81,0.39,0.84,0.13,0.28,,0.2,0.2,0.31,0.33,0.34,0.87,0.2,0.21,0.16,0.08,0.35,2.99,0.35,1.49,0.22,1.17,1.96,2.98,0.32,1.91,0.36,4.95,0.59,,0.17,,0.48,0.11,,,,,,,,,,,1.07,0.29,1.09,0.22,0.21,0.52,0.29,0.54,0.42,0.7,0.77,0.48
                Seodaemunguvirus,2943017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.1,,,,,0.11,0.1,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Sessunavirus,2943018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Sharonstreetvirus,2943019,1.24,0.51,0.41,0.19,1.09,1.81,0.79,0.41,,1.12,1.09,0.83,0.17,0.86,0.55,0.25,0.3,1.8,0.85,1.51,1.29,1.62,1.07,0.36,0.93,0.79,0.64,0.24,0.22,0.28,0.52,,,,0.34,,,0.12,,,0.18,0.25,,,,0.14,0.65,0.93,,0.58,0.6,,0.64,,0.45,0.94,,0.31,0.66,1.69,1.35,4.15,,0.8,0.09,0.08,0.21,,,0.17,0.14,0.09,0.12,0.24,0.18,0.09,,,0.06,0.48,0.11,,,,0.45,,0.11,,,,0.11,,0.18,,0.93,,,,,,0.01,0.25,,,,,,,,,0.04,,,,,,,
                Zhonglingvirus,2943020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Swiduovirus,2944849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,0.02,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Akiravirus,2946787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Anayavirus,2946797,0.09,,,0.1,,,,,,,,,,,,,0.28,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Angainorvirus,2946799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Aptresvirus,2946806,,,,,,,,,,,,,0.18,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Arsyunavirus,2946810,,,,,,,,,,,,,0.15,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Aurodevirus,2946811,1.95,0.91,0.53,0.34,2.08,2.4,0.88,0.3,,1.24,2.2,1.2,0.54,1.29,0.94,0.53,0.92,1.06,0.7,0.66,0.24,0.88,1.32,1.51,1.22,0.85,1.34,1.01,0.76,1.26,1.07,7.02,2.51,1.82,2.05,0.7,2.1,2.5,2.41,2.25,2.54,5.13,3.07,1.94,1.3,2.11,1.79,1.1,1.2,1.14,1.32,1.51,0.98,0.32,1.38,1.89,1.38,2.09,0.89,2.6,0.77,0.47,0.93,0.94,0.98,0.47,0.29,,0.74,2.74,0.56,0.62,0.74,0.9,0.23,2.1,1.55,0.04,0.54,0.54,0.82,0.34,0.75,0.35,0.89,0.46,0.95,,0.79,,0.33,1.29,1.2,0.62,2.67,1.21,0.08,2.72,0.84,1.46,0.05,2.42,2.67,1.19,0.01,2.14,1.54,0.37,1.11,0.6,0.68,1.27,0.44,0.79,0.71,0.87,0.75,0.51
              Backyardiganvirus,2946815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Beograduvirus,2946820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,
                  Besingivirus,2946821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,0.07,0.13,0.16,,,,0.07,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.03,0.21,,
                  Birpovirus,2946830,0.98,0.46,0.25,0.2,0.7,0.72,0.55,0.1,,0.54,0.65,0.46,0.27,0.71,0.42,0.25,,,0.33,0.47,,0.32,0.45,0.41,0.51,0.5,0.47,0.23,0.2,0.4,0.31,,0.29,,0.23,0.3,,0.27,,0.27,0.41,0.68,,0.24,0.33,0.21,,0.25,,,0.25,,,,,,0.43,0.25,,,,0.22,0.17,,0.1,0.14,0.38,,0.12,0.27,0.16,0.14,0.16,0.26,0.24,0.21,0.24,,0.14,0.37,0.22,,0.26,,,,0.26,,0.2,,0.15,0.64,0.36,0.46,1.32,0.45,,1.55,,0.36,0.03,0.91,1.0,0.37,,0.9,0.89,0.27,0.44,0.23,0.27,0.53,0.19,0.36,0.29,0.51,0.44,
                Bluvavirus,2946831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,
                  Bohxovirus,2946832,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,0.09,0.09,,,0.06,,0.08,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,0.2,,,,0.15,,
                Bracchivirus,2946835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Buhlduvirus,2948643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.12,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,0.05,,,,
                  Buorbuivirus,2948644,0.4,0.22,0.11,0.1,0.5,0.49,0.23,0.09,,0.26,0.54,0.24,0.17,0.24,0.28,0.09,0.29,,0.14,0.19,,,0.31,,0.21,0.21,0.22,0.22,0.2,0.43,0.27,,0.72,,0.57,0.37,,0.69,0.37,0.51,0.41,0.83,,0.43,,0.59,,,,,0.23,,,,,,,,0.17,0.36,,,,,0.11,0.13,,,,0.33,,0.06,0.09,,0.07,0.26,0.17,0.02,0.21,,0.34,,0.29,0.18,,,0.35,,0.23,,0.23,0.34,0.28,,0.4,0.23,,,,,,0.39,0.54,0.52,,0.49,,,0.38,,0.13,0.38,0.11,0.17,0.12,0.14,,
                  Burzaovirus,2948645,6.91,2.08,1.66,1.49,4.6,5.43,1.74,2.1,46.08,2.78,3.9,3.39,0.9,6.26,1.06,0.5,2.13,5.17,5.63,7.37,0.73,3.13,6.61,4.27,5.76,6.27,6.91,3.64,3.77,4.41,2.74,28.42,12.82,9.93,14.15,7.58,10.17,12.24,7.86,11.27,12.01,31.97,11.12,11.6,5.22,13.02,7.54,14.77,5.93,11.49,7.54,10.75,5.04,1.03,7.08,6.27,8.23,14.29,5.87,17.39,12.07,36.24,20.79,34.87,22.87,14.85,44.36,0.89,23.4,39.62,12.96,15.33,53.14,26.59,42.2,30.81,25.72,0.06,1.16,1.77,1.81,0.99,2.29,1.0,1.2,0.84,2.67,0.76,2.4,1.71,1.28,5.98,9.09,14.74,17.3,5.3,0.36,16.19,9.19,9.88,0.33,17.34,17.61,8.14,0.08,6.79,12.37,3.51,8.89,4.4,6.03,11.02,2.88,5.76,7.13,6.48,8.04,3.69
                  Cacepaovirus,2948646,0.09,,,,,,,,,0.15,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,0.31,,0.67,0.13,,0.42,,0.53,0.29,0.13,0.17,0.21,,0.41,0.25,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,0.07,,0.54,,
